0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	1094	生き物	いもの	Noun	1.-living thing; living creature; animal; life																			
JLPT-N3	1095	生地	きじ	Noun	1.-cloth; fabric; material; texture	2.-dough; batter	3.-inherent quality; one's true character; one's true colours	4.-unglazed pottery	5.-skin with no make-up	6.-uncoated metal														
JLPT-N3	1096	審判	しんぱん	Noun, Suru verb	1.-refereeing; trial; judgement; judgment; umpire; referee																			
JLPT-N3	1097	最低	さいてい	No-adjective, Na-adjective, Noun	1.-least; lowest; minimum	2.-worst	3.-awful; horrible; nasty; disgusting	4.-at the very least																
JLPT-N3	1098	地区	ちく	Noun, No-adjective	1.-district; section; sector																			
JLPT-N3	1099	完了	かんりょう	Noun, Suru verb, No-adjective	1.-completion; conclusion	2.-perfect (tense, form, aspect)																		
JLPT-N3	1100	支店	してん	Noun	1.-branch office; branch store																			
JLPT-N3	1101	装置	そうち	Noun, Suru verb	1.-equipment; device; installation; apparatus	2.-stage setting																		
JLPT-N3	1102	整理	せいり	Noun, Suru verb	1.-sorting; arrangement; organization; putting in order; adjustment; regulation	2.-liquidation; settlement; consolidation; clearance (e.g. debt); paying off	3.-retrenchment; curtailment; cutting down; disposal																	
JLPT-N3	1103	課	か	Noun, Noun - used as a suffix	1.-lesson	2.-section (in an organization); division; department	3.-counter for lessons and chapters (of a book)																	
JLPT-N3	1104	拡大	かくだい	Noun, Suru verb	1.-magnification; enlargement; expansion; amplification																			
JLPT-N3	1105	支給	しきゅう	Noun, Suru verb	1.-provision; supply; payment; allowance; grant																			
JLPT-N3	1106	厄介	やっかい	Na-adjective, Noun	1.-trouble; burden; nuisance; bother; worry	2.-care; dependence; support; kindness; obligation; staying (with a person)																		
JLPT-N3	1107	記念	きねん	Noun, Suru verb	1.-commemoration; celebration; honoring the memory of something; turning something into a memento; memory																			
JLPT-N3	1108	基本	きほん	Noun, No-adjective	1.-basics; fundamentals; basis; foundation																			
JLPT-N3	1109	収める	おさ	Ichidan verb, Transitive verb	1.-to dedicate; to make an offering; to pay (fees)	2.-to supply	3.-to store	4.-to finish; to bring to a close	5.-to restore (something to its place)	6.-to achieve (e.g. a result)														
JLPT-N3	1110	刑事	けいじ	Noun	1.-(police) detective	2.-criminal matter																		
JLPT-N3	1111	予期	よき	Noun, Suru verb	1.-expectation; assume will happen; forecast																			
JLPT-N3	1112	全国	ぜんこく	Noun	1.-the whole country																			
JLPT-N3	1113	読み	よ	Noun	1.-reading	2.-reading (of a kanji, esp. kun reading)	3.-reading (e.g. of a situation); insight; judgment; interpretation; prediction; calculation																	
JLPT-N3	1114	設備	せつび	Noun, Suru verb	1.-equipment; facilities; installation; accommodations; conveniences; arrangements																			
JLPT-N3	1115	本人	ほんにん	Noun	1.-the person in question; the person themselves; said person																			
JLPT-N3	1116	土曜	どよう	Adverbial noun, Noun	1.-Saturday																			
JLPT-N3	1117	発行	はっこう	Noun, Suru verb	1.-publication; issue (of journal, newspaper, etc.)	2.-issue (of banknotes, bonds, passport, etc.)	3.-raising an event (software)																	
JLPT-N3	1118	手間	てま	Noun	1.-time; labour; labor																			
JLPT-N3	1119	微妙	びみょう	Na-adjective, Noun	1.-subtle; delicate; fine	2.-difficult; complex; tricky; delicate (situation, position, etc.); close (e.g. decision)	3.-doubtful; questionable; dicey	4.-not great; iffy	5.-ビミョー															
JLPT-N3	1120	年月	としつき	Noun	1.-months and years																			
JLPT-N3	1121	続き	つづ	Noun	1.-continuation; rest (of the story, work, etc.); next instalment; sequel	2.-flow (e.g. of a piece of writing); pacing (of a story)	3.-succession (of); sequence; series; spell; stretch; streak; run																	
JLPT-N3	1122	正式	せいしき	Na-adjective, No-adjective, Noun	1.-due form; official; formality																			
JLPT-N3	1123	掲示	けいじ	Noun, Suru verb	1.-notice; bulletin; post; posting; placard																			
JLPT-N3	1124	迎え	むか	Noun	1.-meeting; greeting; welcome																			
JLPT-N3	1125	券	けん	Noun, Noun - used as a suffix	1.-ticket; coupon; bond; certificate																			
JLPT-N3	1126	決まり	き	Noun, No-adjective	1.-rule; regulation	2.-settlement; conclusion; end; agreement; arrangement	3.-habit; custom; habitual way	4.-countenance in front of another person; face	5.-love relationship between a customer and a prostitute															
JLPT-N3	1127	長期	ちょうき	No-adjective, Noun	1.-long-term																			
JLPT-N3	1128	微妙	びみょう	Na-adjective, Noun	1.-subtle; delicate; fine	2.-difficult; complex; tricky; delicate (situation, position, etc.); close (e.g. decision)	3.-doubtful; questionable; dicey	4.-not great; iffy	5.-ビミョー															
JLPT-N3	1129	豪華	ごうか	Na-adjective, Noun	1.-wonderful; gorgeous; splendor; splendour; pomp; extravagance																			
JLPT-N3	1130	語学	ごがく	Noun	1.-study of foreign languages	2.-linguistics																		
JLPT-N3	1131	大気	たいき	Noun	1.-atmosphere	2.-magnanimity; generosity																		
JLPT-N3	1132	水準	すいじゅん	Noun	1.-level; standard	2.-water level																		
JLPT-N3	1133	敬意	けいい	Noun	1.-respect; honour; honor																			
JLPT-N3	1134	強力	きょうりょく	Na-adjective, Noun	1.-powerful; strong																			
JLPT-N3	1135	向い	むか	Noun, No-adjective	1.-facing; opposite; across the street; other side																			
JLPT-N3	1136	裁判	さいばん	Noun, Suru verb, No-adjective	1.-trial; judgement; judgment																			
JLPT-N3	1137	愉快	ゆかい	Na-adjective, Noun	1.-pleasant; delightful; enjoyable; joyful; cheerful; amusing; happy																			
JLPT-N3	1138	幕	まく	Noun	1.-curtain; bunting	2.-act (in play)																		
JLPT-N3	1139	迷惑	めいわく	Noun, Na-adjective	1.-trouble; bother; annoyance; nuisance; inconvenience	2.-to be troubled (by); to be bothered (by); to be inconvenienced (by)																		
JLPT-N3	1140	必死	ひっし	Na-adjective, No-adjective	1.-frantic; frenetic; desperate	2.-inevitable death	3.-brinkmate (inevitable checkmate)																	
JLPT-N3	1141	出会い	であ	Noun	1.-meeting; rendezvous; encounter	2.-confluence																		
JLPT-N3	1142	図	ず	Noun, Noun - used as a suffix	1.-drawing; picture; diagram; figure; illustration; chart; graph	2.-sight; scene																		
JLPT-N3	1143	予防	よぼう	Noun, Suru verb, No-adjective	1.-prevention; precaution; protection against																			
JLPT-N3	1144	集まり	あつ	Noun	1.-gathering; meeting; assembly; collection; attendance																			
JLPT-N3	1145	飛行	ひこう	Noun	1.-aviation; flight; flying	2.-to fly; to take a flight																		
JLPT-N3	1146	陸	りく	Noun	1.-land; shore																			
JLPT-N3	1147	輪	わ	Noun	1.-ring; circle; loop	2.-hoop	3.-wheel	4.-circle (e.g. of friends)																
JLPT-N3	1148	係	かかり	Noun	1.-charge; duty; person in charge; official; clerk	2.-connection; linking																		
JLPT-N3	1149	盛り	さか	Noun, Noun - used as a suffix	1.-height (e.g. of summer); peak (e.g. of cherry blossom season); (in) season; full bloom; full swing (of a party, etc.)	2.-prime (of one's life); (one's) best days; bloom	3.-(being in) heat; rut																	
JLPT-N3	1150	組	くみ	Noun, Noun - used as a suffix	1.-set (of items)	2.-group (of people); class (of students); company (esp. construction); family (i.e. mafia); team	3.-typesetting; composition																	
JLPT-N3	1151	騒ぎ	さわ	Noun, Noun - used as a suffix	1.-uproar; disturbance																			
JLPT-N3	1152	年中	ねんじゅう	Noun	1.-whole year; all year round; throughout the year	2.-always; all the time; perpetually	3.-during an era	4.-middle class (of a nursery school, etc.)																
JLPT-N3	1153	地	ち	Noun, Noun - used as a suffix	1.-earth; ground; land; soil	2.-place	3.-territory	4.-bottom (of a package, book, etc.)	5.-earth (one of the five elements)															
JLPT-N3	1154	孫	まご	Noun	1.-grandchild																			
JLPT-N3	1155	違反	いはん	Noun, Suru verb	1.-violation; offense; offence; breach; transgression; infringement; contravention																			
JLPT-N3	1156	方々	かたがた	Noun	1.-they (of people); gentlemen (of the ...)	2.-you (usu. plural)	3.-various																	
JLPT-N3	1157	心理	しんり	Noun	1.-state of mind; mentality; psychology																			
JLPT-N3	1158	問い	と	Noun	1.-question; query																			
JLPT-N3	1159	負け	ま	Noun	1.-defeat; loss; losing (a game)	2.-failing to live up to (one's name, looks, etc.)	3.-discount; loss (on a sale)																	
JLPT-N3	1160	順	じゅん	Noun, Noun - used as a suffix	1.-order; turn; sorting	2.-obedient; docile; submissive; meek																		
JLPT-N3	1161	中学	ちゅうがく	Noun	1.-junior high school; middle school; lower secondary school																			
JLPT-N3	1162	通信	つうしん	Noun, Suru verb	1.-correspondence; communication; transmission; news; signal; telecommunications																			
JLPT-N3	1163	勢い	いきお	Noun	1.-force; vigor; vigour; energy; spirit; life	2.-influence; authority; power; might	3.-impetus; momentum; course (of events)	4.-naturally; necessarily																
JLPT-N3	1164	宿	やど	Noun	1.-lodging; inn; hotel	2.-house; home; dwelling	3.-home of a servant's parents (or guarantor, etc.)																	
JLPT-N3	1165	稲	いね	Noun	1.-rice plant																			
JLPT-N3	1166	事務	じむ	Noun	1.-office work; clerical work; administration; business; affairs																			
JLPT-N3	1167	金曜	きんよう	Adverbial noun, Temporal noun	1.-Friday																			
JLPT-N3	1168	野	の	Noun	1.-plain; field	2.-hidden (structural) member	3.-wild	4.-lacking a political post																
JLPT-N3	1169	気味	きみ	Noun	1.-sensation; feeling	2.-tendency; propensity																		
JLPT-N3	1170	始まり	はじ	Noun	1.-origin; beginning																			
JLPT-N3	1171	日常	にちじょう	No-adjective, Adverbial noun, Temporal noun	1.-everyday; daily; ordinary; usual; routine; regular																			
JLPT-N3	1172	通行	つうこう	Noun, Suru verb	1.-passage (of people, traffic); passing	2.-common usage																		
JLPT-N3	1173	天然	てんねん	Noun, No-adjective	1.-nature; spontaneity	2.-natural airhead																		
JLPT-N3	1174	候補	こうほ	Noun	1.-candidate; contender; prospect; pick; choice; list	2.-candidacy; candidature; nomination																		
JLPT-N3	1175	革	かわ	Noun	1.-leather																			
JLPT-N3	1176	移す	うつ	Godan verb with su ending, Transitive verb	1.-to change; to swap; to substitute; to transfer	2.-to change the object of one's interest or focus	3.-to spend or take time	4.-to infect	5.-to permeate something with the smell or colour of something	6.-to move on to the next or different stage of (a plan, etc.)														
JLPT-N3	1177	予報	よほう	Noun, Suru verb	1.-forecast; prediction																			
JLPT-N3	1178	沖	おき	Noun	1.-open sea	2.-Okinawa																		
JLPT-N3	1179	空き	あ	Noun	1.-space; room; gap; emptiness	2.-vacancy; opening; empty seat	3.-free time; time to spare	4.-disuse; unused thing																
JLPT-N3	1180	互い	たが	Noun, No-adjective	1.-each other; one another																			
JLPT-N3	1181	徹底	てってい	Noun, Suru verb	1.-thoroughness; completeness; consistency	2.-thorough enforcement; seeing to it that a policy, etc. is carried out without exception																		
JLPT-N3	1182	近代	きんだい	Noun	1.-present day; modern times; recent times	2.-early modern period (in Japan, usu. from the Meiji Restoration until the end of World War II)																		
JLPT-N3	1183	境	さかい	Noun	1.-border; boundary	2.-turning point; watershed	3.-area; region; spot; space; environment	4.-psychological state; mental state	5.-cognitive object; something perceptible by the sense organs or mind															
JLPT-N3	1184	連れ	つ	Noun, Suru verb	1.-companion; company	2.-tritagonist	3.-ツレ																	
JLPT-N3	1185	恩	おん	Noun	1.-favour; favor; obligation; debt of gratitude																			
JLPT-N3	1186	題	だい	Noun	1.-title; subject; theme; topic	2.-problem (on a test); question	3.-counter for questions (on a test)																	
JLPT-N3	1187	名人	めいじん	Noun	1.-master; expert																			
JLPT-N3	1188	注	ちゅう	Noun, Suru verb	1.-annotation; explanatory note; comment																			
JLPT-N3	1189	自動	じどう	No-adjective, Noun	1.-automatic	2.-intransitive verb																		
JLPT-N3	1190	木曜	もくよう	Adverbial noun, Noun	1.-Thursday																			
JLPT-N3	1191	機関	きかん	Noun	1.-engine	2.-agency; organisation; organization; institution; organ; body	3.-system; facility; facilities																	
JLPT-N3	1192	機嫌	きげん	Noun	1.-humour; humor; temper; mood; spirits	2.-safety; health; well-being; one's situation	3.-in a good mood; in high spirits; happy; cheery; merry; chipper																	
